#X,5965_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5965_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5966_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5966_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5967_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5967_ Scalar_ SUBCASE - DIRECT FREQUENCY 1
#Frequency(Hz),Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real,Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real,Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real
11354.000000,-0.049352,-0.131153,0.039148,0.104038,-0.029514,-0.078435
11356.000000,-0.048798,-0.131400,0.038724,0.104275,-0.029218,-0.078676
11358.000000,-0.048242,-0.131644,0.038298,0.104510,-0.028919,-0.078916
11360.000000,-0.047683,-0.131885,0.037870,0.104742,-0.028618,-0.079154
11362.000000,-0.047122,-0.132122,0.037439,0.104972,-0.028315,-0.079390
11364.000000,-0.046558,-0.132357,0.037005,0.105199,-0.028009,-0.079625
11366.000000,-0.045992,-0.132588,0.036569,0.105424,-0.027701,-0.079858
11368.000000,-0.045423,-0.132815,0.036131,0.105646,-0.027391,-0.080089
11370.000000,-0.044852,-0.133040,0.035691,0.105865,-0.027078,-0.080318
11372.000000,-0.044279,-0.133260,0.035248,0.106081,-0.026763,-0.080546
11374.000000,-0.043703,-0.133478,0.034803,0.106295,-0.026446,-0.080772
11376.000000,-0.043125,-0.133692,0.034355,0.106505,-0.026127,-0.080995
11378.000000,-0.042544,-0.133902,0.033906,0.106713,-0.025805,-0.081217
11380.000000,-0.041962,-0.134109,0.033454,0.106918,-0.025481,-0.081437
11382.000000,-0.041377,-0.134313,0.033000,0.107120,-0.025155,-0.081655
11384.000000,-0.040790,-0.134512,0.032544,0.107319,-0.024827,-0.081871
11386.000000,-0.040201,-0.134708,0.032085,0.107515,-0.024496,-0.082085
11388.000000,-0.039609,-0.134900,0.031625,0.107709,-0.024164,-0.082297
11390.000000,-0.039016,-0.135089,0.031163,0.107899,-0.023829,-0.082507
11392.000000,-0.038420,-0.135273,0.030698,0.108086,-0.023492,-0.082714
11394.000000,-0.037823,-0.135454,0.030232,0.108269,-0.023154,-0.082920
11396.000000,-0.037223,-0.135631,0.029763,0.108450,-0.022813,-0.083123
11398.000000,-0.036622,-0.135804,0.029293,0.108627,-0.022470,-0.083324
11400.000000,-0.036018,-0.135974,0.028821,0.108802,-0.022125,-0.083523
11402.000000,-0.035413,-0.136139,0.028346,0.108973,-0.021778,-0.083720
11404.000000,-0.034806,-0.136300,0.027870,0.109140,-0.021429,-0.083914
11406.000000,-0.034197,-0.136457,0.027393,0.109305,-0.021078,-0.084106
11408.000000,-0.033587,-0.136610,0.026913,0.109466,-0.020725,-0.084295
11410.000000,-0.032975,-0.136759,0.026432,0.109624,-0.020370,-0.084482
11412.000000,-0.032361,-0.136904,0.025949,0.109778,-0.020013,-0.084667
11414.000000,-0.031745,-0.137045,0.025464,0.109929,-0.019655,-0.084849
11416.000000,-0.031128,-0.137182,0.024977,0.110076,-0.019294,-0.085029
11418.000000,-0.030510,-0.137314,0.024490,0.110220,-0.018932,-0.085206
11420.000000,-0.029890,-0.137442,0.024000,0.110361,-0.018568,-0.085381
11422.000000,-0.029268,-0.137566,0.023509,0.110497,-0.018202,-0.085553
11424.000000,-0.028645,-0.137686,0.023016,0.110631,-0.017835,-0.085723
11426.000000,-0.028021,-0.137801,0.022523,0.110761,-0.017465,-0.085890
11428.000000,-0.027396,-0.137912,0.022027,0.110887,-0.017094,-0.086055
11430.000000,-0.026769,-0.138018,0.021531,0.111009,-0.016722,-0.086216
11432.000000,-0.026141,-0.138121,0.021033,0.111128,-0.016348,-0.086375
11434.000000,-0.025512,-0.138218,0.020533,0.111243,-0.015972,-0.086532
11436.000000,-0.024882,-0.138312,0.020033,0.111355,-0.015595,-0.086685
11438.000000,-0.024251,-0.138400,0.019531,0.111463,-0.015216,-0.086836
11440.000000,-0.023619,-0.138485,0.019028,0.111567,-0.014836,-0.086984
11442.000000,-0.022986,-0.138565,0.018524,0.111667,-0.014454,-0.087130
11444.000000,-0.022353,-0.138640,0.018019,0.111764,-0.014071,-0.087272
11446.000000,-0.021718,-0.138711,0.017513,0.111856,-0.013686,-0.087412
11448.000000,-0.021083,-0.138777,0.017006,0.111945,-0.013300,-0.087549
11450.000000,-0.020447,-0.138839,0.016498,0.112030,-0.012913,-0.087683
11452.000000,-0.019810,-0.138896,0.015990,0.112112,-0.012524,-0.087814
11454.000000,-0.019173,-0.138948,0.015480,0.112189,-0.012134,-0.087942
11456.000000,-0.018535,-0.138996,0.014970,0.112263,-0.011743,-0.088067
11458.000000,-0.017896,-0.139039,0.014459,0.112332,-0.011351,-0.088189
11460.000000,-0.017258,-0.139078,0.013947,0.112398,-0.010958,-0.088309
11462.000000,-0.016618,-0.139112,0.013434,0.112460,-0.010563,-0.088425
11464.000000,-0.015979,-0.139141,0.012921,0.112518,-0.010168,-0.088538
11466.000000,-0.015339,-0.139166,0.012408,0.112572,-0.009771,-0.088648
11468.000000,-0.014699,-0.139186,0.011894,0.112622,-0.009373,-0.088756
11470.000000,-0.014059,-0.139201,0.011379,0.112668,-0.008975,-0.088860
11472.000000,-0.013419,-0.139212,0.010864,0.112710,-0.008575,-0.088961
11474.000000,-0.012779,-0.139218,0.010349,0.112749,-0.008175,-0.089059
11476.000000,-0.012139,-0.139219,0.009834,0.112783,-0.007773,-0.089154
11478.000000,-0.011499,-0.139215,0.009318,0.112813,-0.007371,-0.089246
11480.000000,-0.010859,-0.139207,0.008802,0.112839,-0.006968,-0.089335
11482.000000,-0.010219,-0.139194,0.008286,0.112862,-0.006565,-0.089421
11484.000000,-0.009579,-0.139177,0.007769,0.112880,-0.006160,-0.089503
11486.000000,-0.008940,-0.139154,0.007253,0.112894,-0.005755,-0.089583
11488.000000,-0.008301,-0.139127,0.006737,0.112904,-0.005350,-0.089659
11490.000000,-0.007663,-0.139096,0.006220,0.112911,-0.004944,-0.089732
11492.000000,-0.007025,-0.139059,0.005704,0.112913,-0.004537,-0.089802
11494.000000,-0.006388,-0.139018,0.005188,0.112912,-0.004129,-0.089869
11496.000000,-0.005751,-0.138972,0.004672,0.112906,-0.003722,-0.089933
11498.000000,-0.005115,-0.138922,0.004157,0.112896,-0.003314,-0.089993
11500.000000,-0.004480,-0.138867,0.003641,0.112883,-0.002905,-0.090051
11502.000000,-0.003845,-0.138807,0.003127,0.112865,-0.002496,-0.090105
11504.000000,-0.003212,-0.138743,0.002612,0.112844,-0.002087,-0.090156
11506.000000,-0.002579,-0.138674,0.002098,0.112818,-0.001677,-0.090203
11508.000000,-0.001947,-0.138600,0.001584,0.112789,-0.001268,-0.090248
11510.000000,-0.001316,-0.138522,0.001071,0.112755,-0.000858,-0.090289
11512.000000,-0.000686,-0.138439,0.000559,0.112718,-0.000448,-0.090328
11514.000000,-0.000058,-0.138352,0.000047,0.112677,-0.000038,-0.090363
11516.000000,0.000570,-0.138260,-0.000464,0.112631,0.000373,-0.090395
11518.000000,0.001196,-0.138163,-0.000975,0.112582,0.000783,-0.090423
11520.000000,0.001821,-0.138062,-0.001484,0.112529,0.001193,-0.090449
11522.000000,0.002445,-0.137956,-0.001993,0.112472,0.001603,-0.090471
11524.000000,0.003067,-0.137846,-0.002501,0.112412,0.002013,-0.090490
11526.000000,0.003688,-0.137732,-0.003008,0.112347,0.002423,-0.090506
11528.000000,0.004307,-0.137613,-0.003514,0.112279,0.002833,-0.090519
11530.000000,0.004925,-0.137489,-0.004019,0.112206,0.003243,-0.090529
11532.000000,0.005541,-0.137361,-0.004523,0.112130,0.003652,-0.090535
11534.000000,0.006155,-0.137229,-0.005026,0.112050,0.004061,-0.090539
11536.000000,0.006768,-0.137093,-0.005527,0.111967,0.004470,-0.090539
11538.000000,0.007379,-0.136952,-0.006028,0.111879,0.004878,-0.090536
11540.000000,0.007988,-0.136807,-0.006527,0.111788,0.005286,-0.090530
11542.000000,0.008595,-0.136657,-0.007025,0.111694,0.005693,-0.090521
11544.000000,0.009200,-0.136503,-0.007522,0.111595,0.006100,-0.090509
11546.000000,0.009804,-0.136345,-0.008017,0.111493,0.006507,-0.090494
11548.000000,0.010405,-0.136183,-0.008510,0.111387,0.006913,-0.090475
11550.000000,0.011004,-0.136017,-0.009003,0.111278,0.007318,-0.090454
11552.000000,0.011601,-0.135847,-0.009493,0.111165,0.007723,-0.090429
11554.000000,0.012196,-0.135672,-0.009983,0.111048,0.008127,-0.090402
11556.000000,0.012789,-0.135494,-0.010470,0.110928,0.008530,-0.090371
11558.000000,0.013379,-0.135311,-0.010956,0.110805,0.008932,-0.090338
11560.000000,0.013967,-0.135125,-0.011440,0.110677,0.009334,-0.090302
11562.000000,0.014553,-0.134934,-0.011923,0.110547,0.009735,-0.090262
11564.000000,0.015137,-0.134740,-0.012404,0.110413,0.010135,-0.090220
11566.000000,0.015717,-0.134542,-0.012883,0.110276,0.010534,-0.090174
11568.000000,0.016296,-0.134340,-0.013360,0.110135,0.010933,-0.090126
11570.000000,0.016872,-0.134134,-0.013835,0.109991,0.011330,-0.090075
11572.000000,0.017445,-0.133924,-0.014309,0.109843,0.011726,-0.090021
11574.000000,0.018016,-0.133711,-0.014780,0.109693,0.012122,-0.089964
11576.000000,0.018584,-0.133494,-0.015250,0.109539,0.012516,-0.089905
11578.000000,0.019150,-0.133273,-0.015717,0.109382,0.012909,-0.089842
11580.000000,0.019713,-0.133049,-0.016182,0.109221,0.013301,-0.089777
11582.000000,0.020273,-0.132821,-0.016646,0.109058,0.013692,-0.089709
11584.000000,0.020830,-0.132589,-0.017107,0.108891,0.014082,-0.089638
11586.000000,0.021384,-0.132354,-0.017566,0.108721,0.014471,-0.089564
11588.000000,0.021936,-0.132116,-0.018023,0.108549,0.014858,-0.089488
11590.000000,0.022484,-0.131875,-0.018477,0.108373,0.015244,-0.089409
11592.000000,0.023030,-0.131630,-0.018930,0.108194,0.015629,-0.089328
11594.000000,0.023573,-0.131381,-0.019380,0.108013,0.016012,-0.089243
11596.000000,0.024113,-0.131130,-0.019828,0.107828,0.016394,-0.089156
11598.000000,0.024649,-0.130875,-0.020273,0.107641,0.016775,-0.089067
11600.000000,0.025183,-0.130617,-0.020717,0.107450,0.017154,-0.088975
11602.000000,0.025714,-0.130356,-0.021157,0.107257,0.017532,-0.088880
11604.000000,0.026241,-0.130092,-0.021596,0.107062,0.017909,-0.088783
11606.000000,0.026765,-0.129825,-0.022032,0.106863,0.018284,-0.088684
11608.000000,0.027287,-0.129555,-0.022465,0.106662,0.018657,-0.088582
11610.000000,0.027805,-0.129282,-0.022896,0.106458,0.019029,-0.088477
11612.000000,0.028319,-0.129006,-0.023324,0.106252,0.019399,-0.088371
11614.000000,0.028831,-0.128727,-0.023750,0.106043,0.019768,-0.088261
11616.000000,0.029339,-0.128445,-0.024174,0.105831,0.020135,-0.088150
11618.000000,0.029844,-0.128161,-0.024595,0.105617,0.020501,-0.088036
11620.000000,0.030346,-0.127874,-0.025013,0.105401,0.020864,-0.087920
11622.000000,0.030844,-0.127584,-0.025428,0.105182,0.021227,-0.087801
11624.000000,0.031339,-0.127292,-0.025841,0.104960,0.021587,-0.087681
11626.000000,0.031831,-0.126997,-0.026252,0.104737,0.021946,-0.087558
11628.000000,0.032319,-0.126700,-0.026659,0.104511,0.022303,-0.087433
11630.000000,0.032804,-0.126400,-0.027064,0.104283,0.022658,-0.087306
11632.000000,0.033286,-0.126098,-0.027467,0.104053,0.023012,-0.087176
11634.000000,0.033764,-0.125794,-0.027866,0.103820,0.023364,-0.087045
11636.000000,0.034239,-0.125487,-0.028263,0.103585,0.023714,-0.086912
11638.000000,0.034710,-0.125178,-0.028657,0.103349,0.024062,-0.086776
11640.000000,0.035178,-0.124867,-0.029048,0.103110,0.024408,-0.086639
11642.000000,0.035642,-0.124553,-0.029437,0.102869,0.024752,-0.086499
11644.000000,0.036103,-0.124238,-0.029823,0.102627,0.025095,-0.086358
11646.000000,0.036560,-0.123920,-0.030206,0.102382,0.025436,-0.086215
11648.000000,0.037014,-0.123601,-0.030586,0.102135,0.025775,-0.086069
11650.000000,0.037464,-0.123279,-0.030963,0.101887,0.026112,-0.085922
11652.000000,0.037911,-0.122956,-0.031338,0.101637,0.026447,-0.085774
11654.000000,0.038354,-0.122630,-0.031709,0.101385,0.026780,-0.085623
11656.000000,0.038794,-0.122303,-0.032078,0.101131,0.027111,-0.085471
11658.000000,0.039230,-0.121974,-0.032444,0.100876,0.027440,-0.085317
11660.000000,0.039662,-0.121644,-0.032807,0.100619,0.027767,-0.085161
11662.000000,0.040092,-0.121311,-0.033168,0.100361,0.028092,-0.085003
11664.000000,0.040517,-0.120977,-0.033525,0.100100,0.028416,-0.084844
11666.000000,0.040939,-0.120642,-0.033880,0.099839,0.028737,-0.084684
11668.000000,0.041357,-0.120305,-0.034231,0.099576,0.029056,-0.084522
11670.000000,0.041772,-0.119966,-0.034580,0.099311,0.029373,-0.084358
11672.000000,0.042184,-0.119626,-0.034926,0.099045,0.029689,-0.084192
11674.000000,0.042591,-0.119285,-0.035269,0.098778,0.030002,-0.084026
11676.000000,0.042996,-0.118942,-0.035609,0.098509,0.030313,-0.083858
11678.000000,0.043396,-0.118598,-0.035947,0.098239,0.030622,-0.083688
11680.000000,0.043793,-0.118253,-0.036281,0.097968,0.030929,-0.083517
11682.000000,0.044187,-0.117906,-0.036613,0.097695,0.031234,-0.083345
11684.000000,0.044577,-0.117559,-0.036941,0.097422,0.031537,-0.083171
11686.000000,0.044963,-0.117210,-0.037267,0.097147,0.031838,-0.082996
11688.000000,0.045346,-0.116860,-0.037590,0.096871,0.032137,-0.082820
11690.000000,0.045726,-0.116509,-0.037910,0.096594,0.032434,-0.082642
11692.000000,0.046102,-0.116157,-0.038227,0.096316,0.032729,-0.082463
11694.000000,0.046474,-0.115804,-0.038541,0.096037,0.033022,-0.082284
11696.000000,0.046843,-0.115451,-0.038853,0.095758,0.033312,-0.082103
11698.000000,0.047208,-0.115096,-0.039161,0.095477,0.033601,-0.081920
11700.000000,0.047570,-0.114741,-0.039467,0.095195,0.033887,-0.081737
11702.000000,0.047929,-0.114384,-0.039770,0.094913,0.034172,-0.081553
11704.000000,0.048284,-0.114028,-0.040070,0.094629,0.034454,-0.081368
11706.000000,0.048635,-0.113670,-0.040367,0.094345,0.034734,-0.081181
11708.000000,0.048983,-0.113312,-0.040661,0.094060,0.035013,-0.080994
11710.000000,0.049328,-0.112953,-0.040953,0.093775,0.035289,-0.080806
11712.000000,0.049669,-0.112593,-0.041242,0.093489,0.035563,-0.080617
11714.000000,0.050007,-0.112233,-0.041527,0.093202,0.035835,-0.080426
11716.000000,0.050341,-0.111873,-0.041811,0.092914,0.036105,-0.080236
11718.000000,0.050672,-0.111512,-0.042091,0.092626,0.036373,-0.080044
11720.000000,0.051000,-0.111150,-0.042368,0.092338,0.036639,-0.079851
11722.000000,0.051324,-0.110788,-0.042643,0.092049,0.036903,-0.079658
11724.000000,0.051645,-0.110426,-0.042915,0.091759,0.037165,-0.079464
11726.000000,0.051963,-0.110064,-0.043184,0.091469,0.037424,-0.079269
11728.000000,0.052278,-0.109701,-0.043451,0.091179,0.037682,-0.079073
11730.000000,0.052589,-0.109338,-0.043715,0.090888,0.037938,-0.078877
11732.000000,0.052896,-0.108975,-0.043976,0.090597,0.038191,-0.078680
11734.000000,0.053201,-0.108612,-0.044234,0.090306,0.038443,-0.078483
11736.000000,0.053502,-0.108248,-0.044490,0.090014,0.038693,-0.078285
11738.000000,0.053800,-0.107884,-0.044743,0.089722,0.038940,-0.078086
11740.000000,0.054095,-0.107521,-0.044993,0.089430,0.039186,-0.077887
11742.000000,0.054387,-0.107157,-0.045241,0.089137,0.039430,-0.077687
11744.000000,0.054676,-0.106793,-0.045486,0.088845,0.039671,-0.077487
11746.000000,0.054961,-0.106430,-0.045729,0.088552,0.039911,-0.077286
11748.000000,0.055243,-0.106066,-0.045969,0.088259,0.040149,-0.077085
11750.000000,0.055522,-0.105703,-0.046206,0.087966,0.040384,-0.076883
11752.000000,0.055798,-0.105339,-0.046441,0.087673,0.040618,-0.076681
11754.000000,0.056071,-0.104976,-0.046673,0.087380,0.040850,-0.076478
11756.000000,0.056341,-0.104613,-0.046902,0.087087,0.041080,-0.076276
11758.000000,0.056608,-0.104250,-0.047130,0.086794,0.041308,-0.076072
11760.000000,0.056872,-0.103888,-0.047354,0.086501,0.041534,-0.075869
11762.000000,0.057133,-0.103525,-0.047576,0.086208,0.041758,-0.075665
11764.000000,0.057391,-0.103163,-0.047796,0.085915,0.041980,-0.075461
11766.000000,0.057646,-0.102801,-0.048013,0.085622,0.042201,-0.075257
11768.000000,0.057898,-0.102440,-0.048228,0.085329,0.042419,-0.075052
11770.000000,0.058148,-0.102079,-0.048440,0.085037,0.042636,-0.074847
11772.000000,0.058394,-0.101718,-0.048650,0.084744,0.042850,-0.074643
11774.000000,0.058637,-0.101358,-0.048857,0.084452,0.043063,-0.074437
11776.000000,0.058878,-0.100998,-0.049062,0.084160,0.043274,-0.074232
11778.000000,0.059116,-0.100639,-0.049265,0.083869,0.043484,-0.074027
11780.000000,0.059351,-0.100280,-0.049465,0.083577,0.043691,-0.073821
11782.000000,0.059583,-0.099922,-0.049664,0.083286,0.043897,-0.073615
11784.000000,0.059813,-0.099564,-0.049859,0.082995,0.044101,-0.073410
11786.000000,0.060040,-0.099207,-0.050053,0.082705,0.044303,-0.073204
11788.000000,0.060264,-0.098851,-0.050244,0.082415,0.044503,-0.072998
11790.000000,0.060485,-0.098495,-0.050433,0.082125,0.044701,-0.072792
11792.000000,0.060704,-0.098139,-0.050620,0.081836,0.044898,-0.072586
11794.000000,0.060920,-0.097785,-0.050804,0.081547,0.045093,-0.072380
11796.000000,0.061134,-0.097431,-0.050986,0.081258,0.045287,-0.072174
11798.000000,0.061345,-0.097078,-0.051166,0.080970,0.045478,-0.071969
11800.000000,0.061554,-0.096725,-0.051344,0.080682,0.045668,-0.071763
11802.000000,0.061760,-0.096373,-0.051520,0.080395,0.045857,-0.071557
11804.000000,0.061963,-0.096022,-0.051694,0.080108,0.046043,-0.071352
11806.000000,0.062164,-0.095672,-0.051866,0.079822,0.046228,-0.071146
11808.000000,0.062362,-0.095322,-0.052035,0.079536,0.046411,-0.070941
11810.000000,0.062559,-0.094973,-0.052203,0.079251,0.046593,-0.070735
11812.000000,0.062752,-0.094625,-0.052368,0.078967,0.046773,-0.070530
11814.000000,0.062943,-0.094278,-0.052531,0.078682,0.046952,-0.070325
11816.000000,0.063132,-0.093932,-0.052693,0.078399,0.047129,-0.070121
11818.000000,0.063319,-0.093587,-0.052852,0.078116,0.047304,-0.069916
11820.000000,0.063503,-0.093242,-0.053009,0.077834,0.047478,-0.069712
11822.000000,0.063685,-0.092898,-0.053165,0.077552,0.047650,-0.069507
11824.000000,0.063865,-0.092556,-0.053318,0.077271,0.047821,-0.069303
11826.000000,0.064042,-0.092214,-0.053470,0.076991,0.047990,-0.069100
11828.000000,0.064218,-0.091873,-0.053620,0.076711,0.048157,-0.068896
11830.000000,0.064391,-0.091533,-0.053768,0.076432,0.048323,-0.068693
11832.000000,0.064562,-0.091194,-0.053914,0.076154,0.048488,-0.068490
11834.000000,0.064730,-0.090856,-0.054058,0.075876,0.048651,-0.068288
11836.000000,0.064897,-0.090519,-0.054200,0.075599,0.048813,-0.068085
11838.000000,0.065062,-0.090183,-0.054341,0.075323,0.048973,-0.067883
11840.000000,0.065224,-0.089848,-0.054480,0.075047,0.049132,-0.067682
11842.000000,0.065384,-0.089514,-0.054617,0.074773,0.049290,-0.067480
11844.000000,0.065543,-0.089181,-0.054752,0.074499,0.049446,-0.067279
11846.000000,0.065699,-0.088850,-0.054885,0.074225,0.049601,-0.067079
11848.000000,0.065854,-0.088519,-0.055017,0.073953,0.049754,-0.066878
11850.000000,0.066006,-0.088189,-0.055148,0.073681,0.049906,-0.066678
11852.000000,0.066156,-0.087860,-0.055276,0.073410,0.050057,-0.066479
11854.000000,0.066305,-0.087533,-0.055403,0.073140,0.050206,-0.066280
11856.000000,0.066452,-0.087206,-0.055528,0.072871,0.050354,-0.066081
11858.000000,0.066597,-0.086881,-0.055652,0.072602,0.050501,-0.065883
11860.000000,0.066740,-0.086556,-0.055774,0.072335,0.050646,-0.065685
11862.000000,0.066881,-0.086233,-0.055894,0.072068,0.050791,-0.065487
11864.000000,0.067020,-0.085911,-0.056013,0.071802,0.050933,-0.065290
11866.000000,0.067158,-0.085590,-0.056131,0.071537,0.051075,-0.065093
11868.000000,0.067294,-0.085270,-0.056247,0.071272,0.051216,-0.064897
11870.000000,0.067428,-0.084952,-0.056361,0.071009,0.051355,-0.064702
11872.000000,0.067560,-0.084634,-0.056474,0.070746,0.051493,-0.064506
11874.000000,0.067691,-0.084318,-0.056585,0.070484,0.051630,-0.064312
11876.000000,0.067820,-0.084002,-0.056696,0.070223,0.051766,-0.064117
11878.000000,0.067947,-0.083688,-0.056804,0.069963,0.051900,-0.063923
11880.000000,0.068073,-0.083375,-0.056911,0.069704,0.052034,-0.063730
11882.000000,0.068197,-0.083064,-0.057017,0.069446,0.052166,-0.063537
11884.000000,0.068320,-0.082753,-0.057122,0.069189,0.052297,-0.063345
11886.000000,0.068441,-0.082444,-0.057225,0.068932,0.052427,-0.063153
11888.000000,0.068561,-0.082135,-0.057326,0.068677,0.052556,-0.062962
11890.000000,0.068679,-0.081828,-0.057427,0.068422,0.052684,-0.062771
11892.000000,0.068795,-0.081523,-0.057526,0.068168,0.052811,-0.062581
11894.000000,0.068910,-0.081218,-0.057624,0.067915,0.052936,-0.062391
11896.000000,0.069024,-0.080915,-0.057720,0.067664,0.053061,-0.062202
11898.000000,0.069136,-0.080612,-0.057816,0.067413,0.053185,-0.062013
11900.000000,0.069247,-0.080311,-0.057910,0.067163,0.053308,-0.061825
11902.000000,0.069357,-0.080012,-0.058003,0.066913,0.053429,-0.061638
11904.000000,0.069465,-0.079713,-0.058094,0.066665,0.053550,-0.061451
11906.000000,0.069571,-0.079416,-0.058185,0.066418,0.053670,-0.061264
11908.000000,0.069677,-0.079119,-0.058274,0.066172,0.053789,-0.061078
11910.000000,0.069781,-0.078824,-0.058363,0.065926,0.053907,-0.060893
11912.000000,0.069884,-0.078531,-0.058450,0.065682,0.054023,-0.060708
11914.000000,0.069985,-0.078238,-0.058536,0.065438,0.054140,-0.060524
11916.000000,0.070085,-0.077947,-0.058620,0.065196,0.054255,-0.060340
11918.000000,0.070184,-0.077657,-0.058704,0.064954,0.054369,-0.060157
11920.000000,0.070282,-0.077368,-0.058787,0.064713,0.054482,-0.059975
11922.000000,0.070379,-0.077080,-0.058869,0.064474,0.054595,-0.059793
11924.000000,0.070474,-0.076794,-0.058949,0.064235,0.054706,-0.059612
11926.000000,0.070569,-0.076508,-0.059029,0.063997,0.054817,-0.059431
11928.000000,0.070662,-0.076224,-0.059107,0.063760,0.054927,-0.059251
11930.000000,0.070754,-0.075942,-0.059185,0.063524,0.055036,-0.059071
11932.000000,0.070845,-0.075660,-0.059262,0.063289,0.055145,-0.058892
11934.000000,0.070935,-0.075380,-0.059337,0.063055,0.055252,-0.058714
11936.000000,0.071024,-0.075101,-0.059412,0.062822,0.055359,-0.058536
11938.000000,0.071112,-0.074823,-0.059486,0.062590,0.055465,-0.058359
11940.000000,0.071199,-0.074546,-0.059559,0.062359,0.055570,-0.058183
11942.000000,0.071284,-0.074270,-0.059631,0.062128,0.055675,-0.058007
11944.000000,0.071369,-0.073996,-0.059702,0.061899,0.055778,-0.057831
11946.000000,0.071453,-0.073723,-0.059772,0.061671,0.055881,-0.057657
11948.000000,0.071536,-0.073451,-0.059841,0.061443,0.055984,-0.057483
11950.000000,0.071618,-0.073180,-0.059910,0.061217,0.056085,-0.057309
11952.000000,0.071699,-0.072911,-0.059977,0.060991,0.056186,-0.057136
11954.000000,0.071779,-0.072643,-0.060044,0.060767,0.056287,-0.056964
11956.000000,0.071858,-0.072376,-0.060110,0.060543,0.056386,-0.056792
11958.000000,0.071937,-0.072110,-0.060176,0.060320,0.056485,-0.056621
11960.000000,0.072014,-0.071845,-0.060240,0.060099,0.056583,-0.056451
11962.000000,0.072091,-0.071582,-0.060304,0.059878,0.056681,-0.056281
11964.000000,0.072167,-0.071319,-0.060367,0.059658,0.056778,-0.056112
11966.000000,0.072242,-0.071058,-0.060429,0.059439,0.056875,-0.055943
11968.000000,0.072316,-0.070798,-0.060491,0.059221,0.056970,-0.055775
11970.000000,0.072389,-0.070540,-0.060551,0.059004,0.057066,-0.055608
11972.000000,0.072462,-0.070282,-0.060611,0.058788,0.057160,-0.055441
11974.000000,0.072534,-0.070026,-0.060671,0.058573,0.057255,-0.055275
11976.000000,0.072605,-0.069770,-0.060730,0.058358,0.057348,-0.055109
11978.000000,0.072676,-0.069516,-0.060788,0.058145,0.057441,-0.054944
11980.000000,0.072746,-0.069263,-0.060845,0.057933,0.057534,-0.054780
11982.000000,0.072815,-0.069012,-0.060902,0.057721,0.057626,-0.054616
11984.000000,0.072883,-0.068761,-0.060958,0.057511,0.057717,-0.054453
11986.000000,0.072951,-0.068512,-0.061014,0.057301,0.057808,-0.054290
11988.000000,0.073018,-0.068263,-0.061069,0.057092,0.057899,-0.054129
11990.000000,0.073085,-0.068016,-0.061123,0.056884,0.057989,-0.053967
11992.000000,0.073151,-0.067770,-0.061177,0.056677,0.058078,-0.053807
11994.000000,0.073216,-0.067525,-0.061230,0.056471,0.058167,-0.053646
11996.000000,0.073281,-0.067282,-0.061283,0.056266,0.058256,-0.053487
11998.000000,0.073345,-0.067039,-0.061335,0.056062,0.058344,-0.053328
12000.000000,0.073408,-0.066798,-0.061387,0.055858,0.058432,-0.053170
12002.000000,0.073471,-0.066557,-0.061438,0.055656,0.058519,-0.053012
12004.000000,0.073534,-0.066318,-0.061488,0.055454,0.058606,-0.052855
12006.000000,0.073596,-0.066080,-0.061538,0.055254,0.058692,-0.052698
12008.000000,0.073657,-0.065843,-0.061588,0.055054,0.058779,-0.052542
12010.000000,0.073718,-0.065607,-0.061637,0.054855,0.058864,-0.052387
12012.000000,0.073779,-0.065372,-0.061686,0.054657,0.058950,-0.052232
12014.000000,0.073839,-0.065138,-0.061734,0.054460,0.059035,-0.052078
12016.000000,0.073899,-0.064906,-0.061782,0.054263,0.059119,-0.051925
12018.000000,0.073958,-0.064674,-0.061829,0.054068,0.059203,-0.051772
12020.000000,0.074016,-0.064443,-0.061876,0.053873,0.059287,-0.051619
12022.000000,0.074075,-0.064214,-0.061923,0.053679,0.059371,-0.051468
12024.000000,0.074133,-0.063985,-0.061969,0.053486,0.059454,-0.051316
12026.000000,0.074190,-0.063758,-0.062014,0.053294,0.059537,-0.051166
12028.000000,0.074247,-0.063532,-0.062060,0.053103,0.059620,-0.051016
12030.000000,0.074304,-0.063307,-0.062105,0.052913,0.059702,-0.050866
12032.000000,0.074360,-0.063082,-0.062149,0.052723,0.059784,-0.050717
12034.000000,0.074416,-0.062859,-0.062193,0.052535,0.059866,-0.050569
12036.000000,0.074472,-0.062637,-0.062237,0.052347,0.059947,-0.050421
12038.000000,0.074527,-0.062416,-0.062281,0.052160,0.060029,-0.050274
12040.000000,0.074582,-0.062196,-0.062324,0.051973,0.060110,-0.050127
12042.000000,0.074637,-0.061977,-0.062367,0.051788,0.060190,-0.049981
12044.000000,0.074691,-0.061759,-0.062409,0.051603,0.060271,-0.049835
12046.000000,0.074745,-0.061542,-0.062452,0.051419,0.060351,-0.049690
12048.000000,0.074799,-0.061326,-0.062494,0.051236,0.060431,-0.049546
