#X,5965_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5965_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5966_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5966_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5967_ Scalar_ SUBCASE - DIRECT FREQUENCY 1,5967_ Scalar_ SUBCASE - DIRECT FREQUENCY 1
#Frequency(Hz),Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real,Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real,Pressure(mN/mm^2(kPa))_Imaginary,Pressure(mN/mm^2(kPa))_Real
2026.000000,0.145530,-0.127990,0.088030,-0.077420,0.082913,-0.072920
2028.000000,0.145682,-0.128044,0.088012,-0.077356,0.082886,-0.072851
2030.000000,0.145835,-0.128100,0.087994,-0.077293,0.082859,-0.072783
2032.000000,0.145991,-0.128157,0.087977,-0.077230,0.082833,-0.072715
2034.000000,0.146149,-0.128216,0.087962,-0.077168,0.082809,-0.072647
2036.000000,0.146309,-0.128275,0.087947,-0.077107,0.082785,-0.072581
2038.000000,0.146471,-0.128336,0.087933,-0.077046,0.082762,-0.072515
2040.000000,0.146636,-0.128398,0.087921,-0.076986,0.082739,-0.072449
2042.000000,0.146802,-0.128461,0.087909,-0.076926,0.082718,-0.072384
2044.000000,0.146971,-0.128526,0.087898,-0.076867,0.082698,-0.072319
2046.000000,0.147142,-0.128592,0.087888,-0.076808,0.082679,-0.072255
2048.000000,0.147315,-0.128658,0.087879,-0.076750,0.082660,-0.072192
2050.000000,0.147491,-0.128727,0.087871,-0.076692,0.082642,-0.072129
2052.000000,0.147668,-0.128796,0.087865,-0.076635,0.082626,-0.072066
2054.000000,0.147848,-0.128867,0.087859,-0.076579,0.082610,-0.072004
2056.000000,0.148030,-0.128939,0.087854,-0.076523,0.082595,-0.071943
2058.000000,0.148215,-0.129012,0.087849,-0.076468,0.082581,-0.071882
2060.000000,0.148402,-0.129086,0.087846,-0.076413,0.082568,-0.071821
2062.000000,0.148591,-0.129162,0.087844,-0.076358,0.082556,-0.071761
2064.000000,0.148782,-0.129239,0.087843,-0.076305,0.082544,-0.071702
2066.000000,0.148975,-0.129317,0.087843,-0.076251,0.082534,-0.071643
2068.000000,0.149171,-0.129396,0.087844,-0.076199,0.082524,-0.071585
2070.000000,0.149370,-0.129477,0.087846,-0.076147,0.082516,-0.071527
2072.000000,0.149570,-0.129559,0.087848,-0.076095,0.082508,-0.071469
2074.000000,0.149773,-0.129642,0.087852,-0.076044,0.082501,-0.071412
2076.000000,0.149979,-0.129727,0.087857,-0.075993,0.082495,-0.071356
2078.000000,0.150186,-0.129812,0.087863,-0.075943,0.082491,-0.071300
2080.000000,0.150396,-0.129899,0.087869,-0.075894,0.082486,-0.071245
2082.000000,0.150609,-0.129988,0.087877,-0.075845,0.082483,-0.071190
2084.000000,0.150824,-0.130077,0.087885,-0.075796,0.082481,-0.071135
2086.000000,0.151041,-0.130168,0.087895,-0.075748,0.082480,-0.071081
2088.000000,0.151261,-0.130260,0.087906,-0.075701,0.082479,-0.071028
2090.000000,0.151483,-0.130353,0.087917,-0.075654,0.082480,-0.070975
2092.000000,0.151708,-0.130448,0.087930,-0.075608,0.082481,-0.070922
2094.000000,0.151935,-0.130544,0.087943,-0.075562,0.082483,-0.070870
2096.000000,0.152164,-0.130641,0.087958,-0.075516,0.082487,-0.070819
2098.000000,0.152397,-0.130739,0.087973,-0.075471,0.082491,-0.070768
2100.000000,0.152631,-0.130839,0.087990,-0.075427,0.082496,-0.070717
2102.000000,0.152869,-0.130940,0.088007,-0.075383,0.082502,-0.070667
2104.000000,0.153108,-0.131042,0.088026,-0.075340,0.082509,-0.070618
2106.000000,0.153351,-0.131146,0.088045,-0.075297,0.082516,-0.070568
2108.000000,0.153595,-0.131251,0.088066,-0.075254,0.082525,-0.070520
2110.000000,0.153843,-0.131357,0.088087,-0.075213,0.082535,-0.070472
2112.000000,0.154093,-0.131465,0.088110,-0.075171,0.082545,-0.070424
2114.000000,0.154346,-0.131574,0.088133,-0.075130,0.082557,-0.070377
2116.000000,0.154601,-0.131684,0.088158,-0.075090,0.082569,-0.070330
2118.000000,0.154859,-0.131795,0.088183,-0.075050,0.082583,-0.070283
2120.000000,0.155120,-0.131908,0.088210,-0.075011,0.082597,-0.070238
2122.000000,0.155383,-0.132022,0.088238,-0.074972,0.082612,-0.070192
2124.000000,0.155649,-0.132138,0.088266,-0.074933,0.082628,-0.070147
2126.000000,0.155918,-0.132255,0.088296,-0.074895,0.082646,-0.070103
2128.000000,0.156189,-0.132373,0.088326,-0.074858,0.082664,-0.070059
2130.000000,0.156464,-0.132492,0.088358,-0.074821,0.082683,-0.070015
2132.000000,0.156741,-0.132613,0.088391,-0.074784,0.082702,-0.069972
2134.000000,0.157021,-0.132735,0.088424,-0.074748,0.082723,-0.069929
2136.000000,0.157303,-0.132859,0.088459,-0.074713,0.082745,-0.069887
2138.000000,0.157589,-0.132984,0.088495,-0.074678,0.082768,-0.069845
2140.000000,0.157877,-0.133110,0.088532,-0.074643,0.082792,-0.069804
2142.000000,0.158168,-0.133237,0.088570,-0.074609,0.082816,-0.069763
2144.000000,0.158462,-0.133366,0.088608,-0.074576,0.082842,-0.069722
2146.000000,0.158759,-0.133497,0.088648,-0.074542,0.082869,-0.069682
2148.000000,0.159059,-0.133628,0.088689,-0.074510,0.082896,-0.069643
2150.000000,0.159361,-0.133761,0.088731,-0.074477,0.082925,-0.069604
2152.000000,0.159667,-0.133896,0.088775,-0.074446,0.082954,-0.069565
2154.000000,0.159976,-0.134032,0.088819,-0.074414,0.082985,-0.069527
2156.000000,0.160288,-0.134169,0.088864,-0.074384,0.083016,-0.069489
2158.000000,0.160602,-0.134307,0.088910,-0.074353,0.083049,-0.069451
2160.000000,0.160920,-0.134447,0.088958,-0.074323,0.083082,-0.069414
2162.000000,0.161241,-0.134589,0.089006,-0.074294,0.083116,-0.069378
2164.000000,0.161565,-0.134731,0.089056,-0.074265,0.083152,-0.069342
2166.000000,0.161892,-0.134876,0.089106,-0.074237,0.083188,-0.069306
2168.000000,0.162222,-0.135021,0.089158,-0.074209,0.083226,-0.069271
2170.000000,0.162555,-0.135168,0.089211,-0.074181,0.083264,-0.069236
2172.000000,0.162891,-0.135317,0.089265,-0.074154,0.083303,-0.069202
2174.000000,0.163231,-0.135466,0.089320,-0.074127,0.083344,-0.069168
2176.000000,0.163574,-0.135618,0.089376,-0.074101,0.083385,-0.069134
2178.000000,0.163920,-0.135770,0.089433,-0.074075,0.083428,-0.069101
2180.000000,0.164269,-0.135925,0.089492,-0.074050,0.083471,-0.069068
2182.000000,0.164621,-0.136080,0.089551,-0.074025,0.083515,-0.069036
2184.000000,0.164977,-0.136237,0.089612,-0.074001,0.083561,-0.069004
2186.000000,0.165336,-0.136396,0.089673,-0.073977,0.083607,-0.068973
2188.000000,0.165699,-0.136556,0.089736,-0.073953,0.083655,-0.068941
2190.000000,0.166065,-0.136717,0.089800,-0.073930,0.083703,-0.068911
2192.000000,0.166434,-0.136880,0.089865,-0.073908,0.083753,-0.068881
2194.000000,0.166807,-0.137044,0.089932,-0.073885,0.083804,-0.068851
2196.000000,0.167183,-0.137210,0.089999,-0.073864,0.083855,-0.068821
2198.000000,0.167563,-0.137377,0.090068,-0.073842,0.083908,-0.068792
2200.000000,0.167946,-0.137546,0.090137,-0.073821,0.083962,-0.068764
2202.000000,0.168333,-0.137716,0.090208,-0.073801,0.084017,-0.068736
2204.000000,0.168723,-0.137888,0.090280,-0.073781,0.084073,-0.068708
2206.000000,0.169117,-0.138061,0.090354,-0.073762,0.084130,-0.068680
2208.000000,0.169515,-0.138236,0.090428,-0.073742,0.084188,-0.068653
2210.000000,0.169916,-0.138412,0.090504,-0.073724,0.084247,-0.068627
2212.000000,0.170321,-0.138590,0.090581,-0.073705,0.084307,-0.068601
2214.000000,0.170730,-0.138770,0.090659,-0.073688,0.084368,-0.068575
2216.000000,0.171142,-0.138950,0.090738,-0.073670,0.084431,-0.068549
2218.000000,0.171558,-0.139133,0.090818,-0.073653,0.084494,-0.068524
2220.000000,0.171978,-0.139317,0.090900,-0.073637,0.084559,-0.068500
2222.000000,0.172402,-0.139502,0.090983,-0.073621,0.084625,-0.068476
2224.000000,0.172829,-0.139689,0.091067,-0.073605,0.084691,-0.068452
2226.000000,0.173261,-0.139878,0.091153,-0.073590,0.084759,-0.068428
2228.000000,0.173696,-0.140068,0.091239,-0.073575,0.084829,-0.068405
2230.000000,0.174136,-0.140260,0.091327,-0.073561,0.084899,-0.068383
2232.000000,0.174579,-0.140453,0.091416,-0.073547,0.084970,-0.068360
2234.000000,0.175027,-0.140648,0.091507,-0.073533,0.085043,-0.068338
2236.000000,0.175478,-0.140844,0.091599,-0.073520,0.085116,-0.068317
2238.000000,0.175934,-0.141042,0.091692,-0.073507,0.085191,-0.068296
2240.000000,0.176393,-0.141242,0.091786,-0.073495,0.085267,-0.068275
2242.000000,0.176857,-0.141443,0.091882,-0.073483,0.085344,-0.068255
2244.000000,0.177325,-0.141646,0.091978,-0.073471,0.085423,-0.068235
2246.000000,0.177798,-0.141850,0.092077,-0.073460,0.085502,-0.068215
2248.000000,0.178274,-0.142056,0.092176,-0.073450,0.085583,-0.068196
2250.000000,0.178755,-0.142264,0.092277,-0.073439,0.085665,-0.068177
2252.000000,0.179241,-0.142473,0.092379,-0.073429,0.085748,-0.068159
2254.000000,0.179730,-0.142684,0.092483,-0.073420,0.085832,-0.068140
2256.000000,0.180225,-0.142896,0.092588,-0.073411,0.085918,-0.068123
2258.000000,0.180723,-0.143111,0.092694,-0.073402,0.086005,-0.068105
2260.000000,0.181226,-0.143326,0.092802,-0.073394,0.086093,-0.068088
2262.000000,0.181734,-0.143544,0.092911,-0.073386,0.086182,-0.068072
2264.000000,0.182246,-0.143763,0.093021,-0.073379,0.086273,-0.068055
2266.000000,0.182763,-0.143984,0.093133,-0.073372,0.086364,-0.068039
2268.000000,0.183285,-0.144207,0.093246,-0.073365,0.086457,-0.068024
2270.000000,0.183811,-0.144431,0.093361,-0.073359,0.086552,-0.068009
2272.000000,0.184342,-0.144657,0.093477,-0.073353,0.086647,-0.067994
2274.000000,0.184878,-0.144884,0.093594,-0.073347,0.086744,-0.067979
2276.000000,0.185419,-0.145113,0.093713,-0.073342,0.086842,-0.067965
2278.000000,0.185964,-0.145344,0.093833,-0.073338,0.086942,-0.067951
2280.000000,0.186515,-0.145577,0.093955,-0.073333,0.087043,-0.067938
2282.000000,0.187070,-0.145812,0.094079,-0.073329,0.087145,-0.067925
2284.000000,0.187631,-0.146048,0.094203,-0.073326,0.087248,-0.067912
2286.000000,0.188197,-0.146286,0.094330,-0.073323,0.087353,-0.067900
2288.000000,0.188767,-0.146525,0.094457,-0.073320,0.087459,-0.067888
2290.000000,0.189343,-0.146767,0.094587,-0.073317,0.087567,-0.067876
2292.000000,0.189925,-0.147010,0.094718,-0.073315,0.087676,-0.067865
2294.000000,0.190511,-0.147255,0.094850,-0.073314,0.087786,-0.067854
2296.000000,0.191103,-0.147501,0.094984,-0.073313,0.087897,-0.067843
2298.000000,0.191700,-0.147750,0.095119,-0.073312,0.088011,-0.067833
2300.000000,0.192303,-0.148000,0.095256,-0.073311,0.088125,-0.067823
2302.000000,0.192911,-0.148252,0.095395,-0.073311,0.088241,-0.067813
2304.000000,0.193525,-0.148506,0.095535,-0.073311,0.088358,-0.067804
2306.000000,0.194144,-0.148761,0.095677,-0.073312,0.088477,-0.067795
2308.000000,0.194769,-0.149019,0.095821,-0.073313,0.088597,-0.067786
2310.000000,0.195400,-0.149278,0.095966,-0.073314,0.088719,-0.067778
2312.000000,0.196036,-0.149539,0.096112,-0.073316,0.088842,-0.067770
2314.000000,0.196678,-0.149801,0.096261,-0.073318,0.088966,-0.067762
2316.000000,0.197327,-0.150066,0.096411,-0.073320,0.089092,-0.067754
2318.000000,0.197981,-0.150333,0.096563,-0.073323,0.089220,-0.067747
2320.000000,0.198641,-0.150601,0.096716,-0.073326,0.089349,-0.067741
2322.000000,0.199307,-0.150871,0.096871,-0.073329,0.089480,-0.067734
2324.000000,0.199980,-0.151143,0.097028,-0.073333,0.089612,-0.067728
2326.000000,0.200658,-0.151417,0.097187,-0.073337,0.089746,-0.067722
2328.000000,0.201343,-0.151693,0.097347,-0.073341,0.089881,-0.067717
2330.000000,0.202034,-0.151970,0.097509,-0.073346,0.090018,-0.067711
2332.000000,0.202732,-0.152250,0.097673,-0.073351,0.090156,-0.067707
2334.000000,0.203436,-0.152531,0.097839,-0.073357,0.090296,-0.067702
2336.000000,0.204146,-0.152814,0.098006,-0.073363,0.090438,-0.067698
2338.000000,0.204863,-0.153099,0.098175,-0.073369,0.090581,-0.067694
2340.000000,0.205587,-0.153386,0.098347,-0.073375,0.090726,-0.067690
2342.000000,0.206318,-0.153675,0.098520,-0.073382,0.090873,-0.067686
2344.000000,0.207055,-0.153966,0.098695,-0.073389,0.091021,-0.067683
2346.000000,0.207800,-0.154259,0.098871,-0.073397,0.091171,-0.067680
2348.000000,0.208551,-0.154553,0.099050,-0.073404,0.091323,-0.067678
2350.000000,0.209309,-0.154850,0.099231,-0.073412,0.091476,-0.067675
2352.000000,0.210074,-0.155148,0.099413,-0.073421,0.091631,-0.067673
2354.000000,0.210847,-0.155449,0.099598,-0.073429,0.091788,-0.067672
2356.000000,0.211627,-0.155751,0.099784,-0.073438,0.091947,-0.067670
2358.000000,0.212414,-0.156056,0.099973,-0.073448,0.092107,-0.067669
2360.000000,0.213209,-0.156362,0.100163,-0.073457,0.092269,-0.067668
2362.000000,0.214011,-0.156670,0.100356,-0.073467,0.092433,-0.067667
2364.000000,0.214821,-0.156980,0.100550,-0.073477,0.092599,-0.067667
2366.000000,0.215638,-0.157292,0.100747,-0.073487,0.092767,-0.067667
2368.000000,0.216463,-0.157606,0.100946,-0.073498,0.092936,-0.067667
2370.000000,0.217297,-0.157923,0.101146,-0.073509,0.093108,-0.067667
2372.000000,0.218138,-0.158241,0.101349,-0.073520,0.093281,-0.067667
2374.000000,0.218987,-0.158561,0.101554,-0.073532,0.093456,-0.067668
2376.000000,0.219844,-0.158883,0.101762,-0.073544,0.093633,-0.067669
2378.000000,0.220709,-0.159207,0.101971,-0.073556,0.093812,-0.067670
2380.000000,0.221583,-0.159533,0.102183,-0.073568,0.093993,-0.067672
2382.000000,0.222465,-0.159861,0.102397,-0.073581,0.094176,-0.067674
2384.000000,0.223356,-0.160191,0.102613,-0.073594,0.094361,-0.067676
2386.000000,0.224255,-0.160523,0.102831,-0.073607,0.094548,-0.067678
2388.000000,0.225163,-0.160857,0.103052,-0.073620,0.094737,-0.067680
2390.000000,0.226080,-0.161193,0.103275,-0.073634,0.094928,-0.067683
2392.000000,0.227006,-0.161531,0.103500,-0.073647,0.095121,-0.067685
2394.000000,0.227941,-0.161871,0.103728,-0.073661,0.095316,-0.067688
2396.000000,0.228885,-0.162213,0.103958,-0.073676,0.095514,-0.067691
2398.000000,0.229838,-0.162557,0.104190,-0.073690,0.095713,-0.067695
2400.000000,0.230801,-0.162903,0.104425,-0.073705,0.095915,-0.067698
2402.000000,0.231773,-0.163251,0.104662,-0.073720,0.096119,-0.067702
2404.000000,0.232754,-0.163601,0.104902,-0.073735,0.096325,-0.067706
2406.000000,0.233746,-0.163953,0.105145,-0.073750,0.096533,-0.067710
2408.000000,0.234747,-0.164307,0.105389,-0.073766,0.096744,-0.067714
2410.000000,0.235758,-0.164663,0.105637,-0.073781,0.096956,-0.067718
2412.000000,0.236779,-0.165021,0.105887,-0.073797,0.097171,-0.067723
2414.000000,0.237811,-0.165381,0.106140,-0.073813,0.097389,-0.067727
2416.000000,0.238852,-0.165744,0.106395,-0.073829,0.097609,-0.067732
2418.000000,0.239904,-0.166108,0.106653,-0.073846,0.097831,-0.067737
2420.000000,0.240967,-0.166474,0.106914,-0.073862,0.098055,-0.067742
2422.000000,0.242041,-0.166842,0.107177,-0.073879,0.098282,-0.067747
2424.000000,0.243125,-0.167212,0.107443,-0.073895,0.098512,-0.067753
2426.000000,0.244220,-0.167584,0.107712,-0.073912,0.098743,-0.067758
2428.000000,0.245326,-0.167958,0.107984,-0.073929,0.098978,-0.067763
2430.000000,0.246444,-0.168335,0.108258,-0.073946,0.099215,-0.067769
2432.000000,0.247573,-0.168713,0.108536,-0.073964,0.099454,-0.067775
2434.000000,0.248714,-0.169093,0.108816,-0.073981,0.099696,-0.067780
2436.000000,0.249866,-0.169475,0.109100,-0.073998,0.099941,-0.067786
2438.000000,0.251030,-0.169859,0.109386,-0.074016,0.100188,-0.067792
2440.000000,0.252206,-0.170245,0.109675,-0.074033,0.100438,-0.067798
2442.000000,0.253395,-0.170633,0.109968,-0.074051,0.100690,-0.067804
2444.000000,0.254595,-0.171023,0.110263,-0.074068,0.100946,-0.067810
2446.000000,0.255808,-0.171414,0.110562,-0.074086,0.101204,-0.067816
2448.000000,0.257034,-0.171808,0.110863,-0.074104,0.101465,-0.067822
2450.000000,0.258273,-0.172204,0.111168,-0.074122,0.101729,-0.067828
2452.000000,0.259524,-0.172601,0.111476,-0.074139,0.101995,-0.067834
2454.000000,0.260789,-0.173000,0.111788,-0.074157,0.102265,-0.067840
2456.000000,0.262067,-0.173402,0.112103,-0.074175,0.102537,-0.067846
2458.000000,0.263359,-0.173805,0.112421,-0.074193,0.102812,-0.067851
2460.000000,0.264664,-0.174210,0.112742,-0.074210,0.103091,-0.067857
2462.000000,0.265983,-0.174616,0.113067,-0.074228,0.103372,-0.067863
2464.000000,0.267317,-0.175025,0.113395,-0.074245,0.103656,-0.067869
2466.000000,0.268664,-0.175435,0.113727,-0.074263,0.103944,-0.067874
2468.000000,0.270026,-0.175847,0.114063,-0.074280,0.104235,-0.067880
2470.000000,0.271403,-0.176261,0.114402,-0.074297,0.104529,-0.067885
2472.000000,0.272795,-0.176677,0.114744,-0.074315,0.104826,-0.067891
2474.000000,0.274201,-0.177094,0.115090,-0.074332,0.105126,-0.067896
2476.000000,0.275623,-0.177513,0.115440,-0.074349,0.105429,-0.067901
2478.000000,0.277061,-0.177934,0.115794,-0.074365,0.105736,-0.067906
2480.000000,0.278514,-0.178356,0.116152,-0.074382,0.106047,-0.067911
2482.000000,0.279983,-0.178780,0.116513,-0.074398,0.106360,-0.067915
2484.000000,0.281469,-0.179205,0.116879,-0.074414,0.106678,-0.067919
2486.000000,0.282970,-0.179632,0.117248,-0.074430,0.106998,-0.067924
2488.000000,0.284489,-0.180061,0.117621,-0.074446,0.107323,-0.067927
2490.000000,0.286024,-0.180491,0.117999,-0.074461,0.107650,-0.067931
2492.000000,0.287576,-0.180922,0.118380,-0.074476,0.107982,-0.067934
2494.000000,0.289146,-0.181355,0.118766,-0.074491,0.108317,-0.067937
2496.000000,0.290734,-0.181789,0.119156,-0.074505,0.108656,-0.067940
2498.000000,0.292339,-0.182224,0.119550,-0.074520,0.108999,-0.067942
2500.000000,0.293963,-0.182661,0.119949,-0.074533,0.109345,-0.067944
2502.000000,0.295604,-0.183099,0.120352,-0.074547,0.109695,-0.067946
2504.000000,0.297265,-0.183538,0.120759,-0.074560,0.110050,-0.067947
2506.000000,0.298945,-0.183979,0.121171,-0.074572,0.110408,-0.067948
2508.000000,0.300643,-0.184420,0.121588,-0.074584,0.110770,-0.067949
2510.000000,0.302362,-0.184863,0.122009,-0.074596,0.111137,-0.067949
2512.000000,0.304100,-0.185306,0.122435,-0.074607,0.111507,-0.067948
2514.000000,0.305858,-0.185751,0.122865,-0.074617,0.111882,-0.067947
2516.000000,0.307637,-0.186196,0.123301,-0.074627,0.112261,-0.067946
2518.000000,0.309437,-0.186642,0.123741,-0.074636,0.112644,-0.067943
2520.000000,0.311257,-0.187089,0.124186,-0.074645,0.113032,-0.067941
2522.000000,0.313099,-0.187536,0.124636,-0.074653,0.113424,-0.067937
2524.000000,0.314963,-0.187984,0.125092,-0.074661,0.113821,-0.067934
2526.000000,0.316849,-0.188433,0.125552,-0.074667,0.114222,-0.067929
2528.000000,0.318757,-0.188882,0.126018,-0.074673,0.114628,-0.067924
2530.000000,0.320688,-0.189331,0.126489,-0.074678,0.115038,-0.067918
2532.000000,0.322642,-0.189781,0.126966,-0.074682,0.115454,-0.067911
2534.000000,0.324620,-0.190231,0.127448,-0.074686,0.115874,-0.067903
2536.000000,0.326621,-0.190681,0.127935,-0.074688,0.116299,-0.067895
2538.000000,0.328647,-0.191131,0.128428,-0.074690,0.116729,-0.067886
2540.000000,0.330697,-0.191581,0.128927,-0.074691,0.117164,-0.067876
2542.000000,0.332772,-0.192030,0.129432,-0.074690,0.117604,-0.067865
2544.000000,0.334873,-0.192480,0.129942,-0.074689,0.118049,-0.067853
2546.000000,0.336999,-0.192929,0.130459,-0.074686,0.118499,-0.067840
2548.000000,0.339152,-0.193377,0.130981,-0.074683,0.118955,-0.067826
2550.000000,0.341332,-0.193825,0.131510,-0.074678,0.119416,-0.067810
2552.000000,0.343538,-0.194272,0.132045,-0.074672,0.119883,-0.067794
2554.000000,0.345772,-0.194718,0.132586,-0.074664,0.120355,-0.067777
2556.000000,0.348034,-0.195163,0.133133,-0.074656,0.120833,-0.067758
2558.000000,0.350325,-0.195607,0.133687,-0.074645,0.121317,-0.067738
2560.000000,0.352644,-0.196049,0.134248,-0.074634,0.121806,-0.067717
2562.000000,0.354993,-0.196490,0.134815,-0.074621,0.122301,-0.067694
2564.000000,0.357372,-0.196929,0.135389,-0.074606,0.122803,-0.067670
2566.000000,0.359781,-0.197367,0.135970,-0.074590,0.123310,-0.067645
2568.000000,0.362221,-0.197802,0.136558,-0.074572,0.123824,-0.067618
2570.000000,0.364693,-0.198235,0.137154,-0.074552,0.124343,-0.067589
2572.000000,0.367196,-0.198666,0.137756,-0.074531,0.124869,-0.067559
2574.000000,0.369732,-0.199094,0.138366,-0.074507,0.125402,-0.067527
2576.000000,0.372301,-0.199519,0.138983,-0.074482,0.125941,-0.067493
2578.000000,0.374904,-0.199941,0.139608,-0.074455,0.126487,-0.067457
2580.000000,0.377541,-0.200360,0.140240,-0.074425,0.127040,-0.067420
2582.000000,0.380213,-0.200776,0.140880,-0.074393,0.127599,-0.067380
2584.000000,0.382921,-0.201188,0.141528,-0.074359,0.128166,-0.067339
2586.000000,0.385664,-0.201596,0.142184,-0.074323,0.128739,-0.067295
2588.000000,0.388444,-0.201999,0.142849,-0.074284,0.129320,-0.067249
2590.000000,0.391261,-0.202398,0.143521,-0.074243,0.129908,-0.067201
2592.000000,0.394117,-0.202793,0.144203,-0.074199,0.130503,-0.067151
2594.000000,0.397011,-0.203182,0.144892,-0.074153,0.131106,-0.067098
2596.000000,0.399944,-0.203566,0.145591,-0.074103,0.131717,-0.067042
2598.000000,0.402918,-0.203944,0.146298,-0.074051,0.132336,-0.066984
2600.000000,0.405932,-0.204316,0.147014,-0.073996,0.132962,-0.066923
2602.000000,0.408988,-0.204681,0.147740,-0.073937,0.133596,-0.066859
2604.000000,0.412086,-0.205040,0.148474,-0.073876,0.134239,-0.066793
2606.000000,0.415227,-0.205392,0.149218,-0.073811,0.134890,-0.066723
2608.000000,0.418411,-0.205736,0.149972,-0.073742,0.135549,-0.066650
2610.000000,0.421641,-0.206072,0.150735,-0.073670,0.136217,-0.066574
2612.000000,0.424916,-0.206399,0.151509,-0.073594,0.136894,-0.066495
2614.000000,0.428237,-0.206718,0.152292,-0.073514,0.137579,-0.066412
2616.000000,0.431605,-0.207027,0.153086,-0.073431,0.138274,-0.066326
2618.000000,0.435021,-0.207327,0.153890,-0.073343,0.138977,-0.066235
2620.000000,0.438486,-0.207616,0.154705,-0.073250,0.139690,-0.066141
2622.000000,0.442001,-0.207895,0.155530,-0.073154,0.140413,-0.066043
2624.000000,0.445567,-0.208162,0.156367,-0.073052,0.141145,-0.065941
2626.000000,0.449184,-0.208417,0.157214,-0.072946,0.141887,-0.065834
2628.000000,0.452854,-0.208660,0.158073,-0.072835,0.142638,-0.065723
2630.000000,0.456577,-0.208889,0.158944,-0.072718,0.143400,-0.065607
2632.000000,0.460355,-0.209105,0.159826,-0.072597,0.144172,-0.065487
2634.000000,0.464189,-0.209306,0.160720,-0.072470,0.144955,-0.065361
2636.000000,0.468079,-0.209492,0.161626,-0.072337,0.145748,-0.065231
2638.000000,0.472028,-0.209662,0.162544,-0.072198,0.146552,-0.065095
2640.000000,0.476035,-0.209815,0.163475,-0.072053,0.147367,-0.064953
2642.000000,0.480102,-0.209951,0.164419,-0.071901,0.148194,-0.064806
2644.000000,0.484230,-0.210068,0.165375,-0.071743,0.149031,-0.064653
2646.000000,0.488421,-0.210167,0.166345,-0.071578,0.149880,-0.064493
2648.000000,0.492675,-0.210245,0.167328,-0.071406,0.150741,-0.064328
2650.000000,0.496994,-0.210302,0.168325,-0.071226,0.151614,-0.064155
2652.000000,0.501379,-0.210338,0.169335,-0.071039,0.152499,-0.063976
2654.000000,0.505831,-0.210350,0.170360,-0.070844,0.153396,-0.063790
2656.000000,0.510352,-0.210338,0.171399,-0.070641,0.154306,-0.063596
2658.000000,0.514943,-0.210301,0.172452,-0.070429,0.155229,-0.063395
2660.000000,0.519605,-0.210237,0.173521,-0.070208,0.156165,-0.063186
2662.000000,0.524340,-0.210146,0.174604,-0.069978,0.157113,-0.062968
2664.000000,0.529149,-0.210027,0.175703,-0.069739,0.158076,-0.062742
2666.000000,0.534034,-0.209877,0.176817,-0.069490,0.159052,-0.062508
2668.000000,0.538995,-0.209695,0.177947,-0.069230,0.160042,-0.062264
2670.000000,0.544035,-0.209481,0.179093,-0.068960,0.161046,-0.062011
2672.000000,0.549155,-0.209232,0.180256,-0.068679,0.162064,-0.061747
2674.000000,0.554357,-0.208946,0.181435,-0.068386,0.163097,-0.061474
2676.000000,0.559642,-0.208624,0.182631,-0.068081,0.164145,-0.061190
2678.000000,0.565011,-0.208262,0.183845,-0.067765,0.165207,-0.060895
2680.000000,0.570467,-0.207858,0.185075,-0.067435,0.166286,-0.060589
2682.000000,0.576011,-0.207412,0.186324,-0.067092,0.167379,-0.060270
2684.000000,0.581645,-0.206921,0.187591,-0.066735,0.168489,-0.059940
2686.000000,0.587371,-0.206382,0.188876,-0.066365,0.169614,-0.059597
2688.000000,0.593190,-0.205795,0.190179,-0.065979,0.170756,-0.059240
2690.000000,0.599103,-0.205156,0.191502,-0.065577,0.171915,-0.058870
2692.000000,0.605114,-0.204463,0.192843,-0.065160,0.173090,-0.058486
2694.000000,0.611224,-0.203715,0.194205,-0.064726,0.174283,-0.058087
2696.000000,0.617434,-0.202908,0.195586,-0.064275,0.175492,-0.057672
2698.000000,0.623747,-0.202039,0.196987,-0.063806,0.176720,-0.057242
2700.000000,0.630164,-0.201106,0.198408,-0.063319,0.177965,-0.056795
2702.000000,0.636687,-0.200107,0.199851,-0.062812,0.179228,-0.056330
2704.000000,0.643319,-0.199037,0.201314,-0.062285,0.180510,-0.055848
2706.000000,0.650061,-0.197895,0.202799,-0.061737,0.181810,-0.055348
2708.000000,0.656915,-0.196676,0.204305,-0.061167,0.183130,-0.054828
2710.000000,0.663884,-0.195377,0.205833,-0.060575,0.184468,-0.054288
2712.000000,0.670969,-0.193994,0.207383,-0.059960,0.185826,-0.053727
2714.000000,0.678172,-0.192524,0.208956,-0.059320,0.187203,-0.053144
2716.000000,0.685496,-0.190963,0.210551,-0.058655,0.188600,-0.052540
2718.000000,0.692942,-0.189307,0.212169,-0.057963,0.190017,-0.051911
2720.000000,0.700513,-0.187551,0.213811,-0.057244,0.191455,-0.051259
2722.000000,0.708210,-0.185691,0.215476,-0.056497,0.192913,-0.050581
2724.000000,0.716036,-0.183722,0.217165,-0.055721,0.194392,-0.049877
